anonymised_clientnum,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag_Binary
ca5ca2ead0cacddf74f4781bd13ae2808e7ec9f9c73ec1f6cc21fb7206e6fd85,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,24,4,1,2,23561.0,864.0,22697.0,1.373,2447.0,64,1.0,0.037,0
05cf11f692fc0115dd584cd1c759482b40c7bc74f3c90ef7ba95cbbf5fe12a7c,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,24742.0,1676.0,23066.0,0.566,1306.0,31,0.55,0.068,0
db2b8f3f4f308760efee28034c915eced62a3c7e9397c0fa4c0ad7b766d798f9,Attrited Customer,55,M,4,High School,Married,$80K - $120K,Blue,41,2,2,2,27560.0,900.0,26660.0,1.031,646.0,10,0.25,0.033,1
8ecb2093d1331fa4fac5449435126fea66d59dd45589ce4fc014ac572efdc3c2,Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,35,6,1,3,5923.0,1686.0,4237.0,0.702,1236.0,35,0.591,0.285,0
2f036c9e3c5b06c8ee8b121357a37d031c5111ff8412e6558fcaef569a8d01b6,Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,36,6,1,2,8581.0,2326.0,6255.0,1.226,2513.0,63,0.615,0.271,0
7141938ee04464914fcb576e5a96a56a144bc62b886575ac4ad6aeced3a1acfd,Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,41,4,3,3,3156.0,2517.0,639.0,1.516,2091.0,48,0.778,0.798,0
fe85734e085cf57b2f83eee5d30c015f63460cd3307fc703f8a7ba067d37a70a,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,7151.0,800.0,6351.0,0.986,854.0,22,0.375,0.112,1
4826a928d3ebd9c8bdd713d3f3d1b73ae6f1d993d0645309fc616fbb4061ed54,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,35,5,1,2,1535.0,700.0,835.0,2.282,1848.0,25,1.083,0.456,0
67ed6d9b547115cf36dd907d70d5d29a560b5216d44a79cd669a7ae15b346d3a,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122.0,554.0,1568.0,0.857,949.0,17,0.133,0.261,1
584731500bbd0fc989803b76fb7d7098602f8908b0cf2168a6bb3ef233c06914,Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K,Blue,35,3,2,2,17131.0,1213.0,15918.0,0.604,1371.0,37,0.423,0.071,0
37e34804aa186c96f65ba3d8ee19a879f871a86f8ebe3c3e3f303fa820b0be36,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,42,6,2,2,5822.0,2387.0,3435.0,0.76,1804.0,49,0.75,0.41,0
9203c0167561f02f932f5d8c72819e660ee219afac22879937b81a84a337d421,Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,29,3,1,3,3537.0,2517.0,1020.0,1.021,1605.0,43,0.344,0.712,0
41d547b4751ed3059814016904b47a54199fa8849729eb687b99257c173a6ba4,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,33,3,1,3,34516.0,2129.0,32387.0,0.587,1463.0,38,0.583,0.062,0
6f6147625829ec57bb658796cdaf5eecdbe750307702fb5b5405c6427fc25210,Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,47,6,4,3,16320.0,0.0,16320.0,0.757,1279.0,41,0.708,0.0,0
6dda089d7a1d3322597cd6fda5885204983a29b88e550962fbbab67c3b2953e6,Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,36,5,3,3,2407.0,843.0,1564.0,1.008,1470.0,28,0.4,0.35,0
923cabb4972d816a6297caa17d64406c425dd1aff8f65193cc08bdb0fa1e3313,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,43,4,1,2,3538.0,0.0,3538.0,0.481,1265.0,38,0.462,0.0,0
5a7653159ee6b445869f8f06e13e75117993f11f65e76f8b6dfbd2a9c4bff64c,Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,31,5,2,2,2684.0,1381.0,1303.0,0.794,2002.0,60,0.429,0.515,0
eaf5d7179e476035f06f090a847ede6ac0ba36f76ffed4e781864e55c4355ca4,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,36,4,3,2,34516.0,2517.0,31999.0,0.741,1475.0,33,0.833,0.073,0
c56f5173c02050201c0eb04778e3a90d792e48c4a0a3ee41a86381a7eeeb9320,Existing Customer,46,M,2,Post-Graduate,Single,$40K - $60K,Silver,40,4,2,2,15459.0,0.0,15459.0,0.789,1419.0,30,0.667,0.0,0
dc5887894f4f5019c0fe24425cba6dc33b380ed168bc70cdffba9d5f5c90f54e,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,36,5,3,3,4307.0,0.0,4307.0,0.745,1628.0,37,0.542,0.0,0
8d835c01643d2ec82c4f2c5df649eb055ed7d9486a573d269ba8704844f7b9b8,Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,46,4,2,3,2081.0,1235.0,846.0,1.485,1337.0,29,1.071,0.593,0
23a83c44e9c2165c907f7c8276fd4f18ac732e49610bf7b668154786def70faa,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,47,3,2,2,2848.0,1468.0,1380.0,0.517,1135.0,27,0.421,0.515,0
b0217b9f49ef6f21374c80ef0353f40ff89fbdd45329356e3c803d53855c4ab7,Existing Customer,55,M,3,High School,Single,$120K +,Blue,51,3,1,3,34516.0,1266.0,33250.0,0.846,1161.0,26,0.368,0.037,0
bdf29d688d02ffdcfd318026c0113e566243dbbb9d2435e3c3772e69622b243f,Existing Customer,44,M,3,College,Unknown,$80K - $120K,Blue,35,6,1,2,6361.0,1292.0,5069.0,1.027,1571.0,38,0.52,0.203,0
bc38addb7ac7672c48b1802b445c18d9976819a51bf4094a6edfe150435e2b22,Existing Customer,57,M,4,High School,Married,$80K - $120K,Blue,38,4,1,3,15428.0,1553.0,13875.0,0.747,1916.0,40,0.538,0.101,0
1e9274953ce217c4be3375ed007142b450cfeae8ab3cf137c2dd9f7dc0b7b93d,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,48,5,1,3,2544.0,1927.0,617.0,0.939,1346.0,30,0.364,0.757,0
2fd23024124d52e07050c3d3faf4a40136b61e81fd00d635558714c7bc19917b,Attrited Customer,48,M,3,High School,Married,$80K - $120K,Blue,42,1,1,3,9959.0,0.0,9959.0,0.688,805.0,24,0.143,0.0,1
8471dfe05845c85091f4a8f3c03fb1cecbd2c767a14a5e8073210bebed9496a1,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,39,3,3,2,8796.0,2517.0,6279.0,0.492,1195.0,18,0.8,0.286,0
42f0ffae7fffde08ae3d26f0b945414e06c5c95241776ff340d2d77d8b1ca8ac,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,48,6,1,3,3428.0,1566.0,1862.0,0.557,1155.0,34,0.545,0.457,0
0b1e4678f9c6e1a7295c166381241149e3cf96c90cca7a0d389934fa28635096,Existing Customer,45,F,1,Doctorate,Single,Less than $40K,Blue,36,6,2,2,1438.3,0.0,1438.3,0.597,1431.0,34,0.545,0.0,0
9b804c0c93529617ec829ff3505fd8288efce9ca607601edb9e1b6e24b76510f,Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,32,5,3,2,18001.0,906.0,17095.0,0.62,1194.0,25,0.471,0.05,0
492e4d40da025710d432387329c21aa284d9938d6a2e4e407b089165253007df,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,42,3,1,3,2680.0,1753.0,927.0,0.32,1154.0,33,0.571,0.654,0
dd18c40bcda524ad948d2a22cb0ed8fbbda7e1610981d27bf5d9efe3c25a1dd3,Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,35,6,4,3,4675.0,1734.0,2941.0,0.413,1232.0,34,0.545,0.371,0
5b135827feaf49f0522e5adafe4676df5f2b6a5cf92a1b0cfe298923a3c6fb86,Existing Customer,40,F,5,College,Married,Less than $40K,Blue,35,3,1,3,2448.0,1693.0,755.0,0.502,1269.0,30,0.875,0.692,0
4bcedc40944a6c344b77a742d96ef54291b2f580ba21c6aa83c36b9d511baa6d,Existing Customer,33,M,2,Doctorate,Married,$60K - $80K,Blue,28,3,3,3,4049.0,0.0,4049.0,0.898,1742.0,35,1.5,0.0,0
6db60be509e92a1c919a346c97219ca7d5ad5c1d1c9b38faac7d4f6056bf7e64,Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,38,6,2,2,8154.0,996.0,7158.0,0.594,1379.0,26,1.0,0.122,0
7bb4e7518d18489d28ef2b0480b4a68c0d0ca7a31febb0ad540cc5767ab358d3,Existing Customer,63,M,1,High School,Married,$40K - $60K,Blue,36,5,3,2,4559.0,1571.0,2988.0,1.441,1870.0,35,0.842,0.345,0
f33650de68e86ad9a4c72f4edf2f73241a3b4c1bfeeba2b9163dba0e49fcac7a,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,36,4,2,1,19354.0,984.0,18370.0,0.956,1207.0,32,0.684,0.051,0
5cdf5fe33f5d97b4c8a780715527e195083ea4534d28dcc03966681d5103e197,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,46,3,3,3,2340.0,1930.0,410.0,0.987,781.0,15,0.364,0.825,1
245b97b068b46ce08d0a37ccf6984c56519610d32837f72e1e00767e5f0b0db2,Existing Customer,53,M,2,Graduate,Single,$60K - $80K,Blue,47,6,3,0,13848.0,1389.0,12459.0,1.178,1773.0,38,0.407,0.1,0
560307f17889416ea31504bcc9b7ba3851228554beb8e0ee1fa491356fa000b8,Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,2,2,2490.0,513.0,1977.0,0.678,864.0,20,0.333,0.206,1
798458245a8c4e8fff5583d5a86e92a7f06a241f663463dfa9e0f76e92b89baf,Existing Customer,50,F,4,Unknown,Married,Unknown,Silver,36,6,1,2,32156.0,1791.0,30365.0,0.906,1559.0,39,1.167,0.056,0
5e26665f36734aa79608c9e54143649610848b3a85bb574aea9b973e0b714d21,Existing Customer,37,M,4,Graduate,Married,$60K - $80K,Blue,30,5,3,2,2578.0,2517.0,61.0,0.896,1830.0,64,0.524,0.976,0
817b03e07671ad1ca11f9607d36fecbbee870cf7268aa2694a276155ce1b5db3,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,52,6,3,2,9050.0,1538.0,7512.0,0.77,1542.0,43,0.654,0.17,0
9ae78802888ce78b261ccf1bb9163163877ef5891f9aa7ce6ef0db4ec3f18f97,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Silver,41,4,1,2,34516.0,0.0,34516.0,0.499,1506.0,47,0.516,0.0,0
c57f621fb5f932764ce7fe407bbf06622bb0f0caa15b92350d47dbc0ff5cab9e,Existing Customer,57,F,3,High School,Married,Unknown,Blue,51,6,1,0,8362.0,0.0,8362.0,0.528,1175.0,41,0.464,0.0,0
629d4b72159a942038b87665b201fd95fbed28b1902c1d1d2df47180f77c0535,Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,36,3,2,3,6514.0,2258.0,4256.0,0.785,1383.0,20,1.857,0.347,0
3e2bbea83dcf9a0ce68def8f0bc40fa5d389a8b38a288af360ae6b15994cde3e,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,42,3,3,4,4051.0,1183.0,2868.0,0.794,1837.0,57,0.629,0.292,0
657bfb673a55c6c6c0fbb858129d10543f2e6761a356d0dd7f7ec7b00f1929aa,Existing Customer,48,M,3,College,Married,$60K - $80K,Blue,37,3,3,2,11959.0,1665.0,10294.0,0.675,1191.0,40,0.481,0.139,0
dade0e4562177067e7ef2bbe86e952ae1fad4c93b6e3336dc779a637b3c074fb,Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,3,2,2,2070.0,0.0,2070.0,0.708,1793.0,53,0.963,0.0,0
01dbdec84809215dfa8cd3abc868bd84d3758d5fbad547881c8960b0ab196a6d,Existing Customer,46,M,1,Unknown,Single,$120K +,Blue,32,5,2,1,11840.0,1295.0,10545.0,0.84,1560.0,49,0.4,0.109,0
6069f27a67f6d3471404c6b8526ad0313063aedb0cc6eb31c6d453e798e3193c,Existing Customer,47,M,2,College,Married,$120K +,Blue,35,4,3,2,3636.0,1010.0,2626.0,0.596,1564.0,59,0.686,0.278,0
999154493a5dfada821b03ff76cbfe6c4d50f82ef9fb48e0b7af832f2b1fceff,Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,36,3,3,3,11067.0,2517.0,8550.0,1.048,1843.0,38,1.235,0.227,0
7650fb0f5824ec1faa5299982b7ead4fd0e456c1148efbae6a7638e05ce75418,Existing Customer,53,M,2,Doctorate,Married,$60K - $80K,Blue,40,3,3,3,11262.0,1435.0,9827.0,0.735,2165.0,61,0.649,0.127,0
4ff291f182375044316cd02600dc61d5d59a2ac8a05b0b3c93fba4116000e3dc,Existing Customer,56,F,3,Graduate,Single,$40K - $60K,Blue,36,4,1,0,5108.0,1656.0,3452.0,0.711,1631.0,41,0.323,0.324,0
5f2aed80b34349e43c60efc0abe42bfd018d4a03d905d8a2b27bb7f046c9c543,Existing Customer,56,F,4,High School,Married,$40K - $60K,Blue,36,5,1,1,2072.0,1543.0,529.0,0.486,1265.0,32,0.391,0.745,0
c3bb8148985dff9e0acf601cc3887a1ef51d56c6149a943cbe2fd3384ea8bf0d,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,24,4,3,3,4119.0,1656.0,2463.0,0.561,1455.0,35,0.667,0.402,0
76006bd008b976cb5e4e6ffd9c229657c67e67708ade1028715d835b85bbc3e3,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42,5,3,3,5903.0,1335.0,4568.0,0.914,1137.0,27,0.929,0.226,0
e17ff40122f2ead2cb116c9ca4c4ac7f0e03036fcf8cf73a171e4ab8828596ec,Existing Customer,40,M,5,Graduate,Unknown,$40K - $60K,Blue,25,6,2,3,7860.0,541.0,7319.0,0.764,1367.0,35,0.75,0.069,0
3bb6a597bf3277886fab9b3ce0840ec7912098c9c0067fec9bc95f2ef06d4e77,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,5918.0,842.0,5076.0,0.56,1292.0,26,0.733,0.142,0
d45b7c45dcc713274a1d9a6425f7b7854fd48d5d9a138cc718c5ecbe9b04ac43,Existing Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,41,5,3,2,6741.0,1745.0,4996.0,0.559,1682.0,46,0.438,0.259,0
20dbfedebac15c96451af8403a4306646da602c25cf09855dc8c97a6af6b21e0,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,36,6,1,2,3880.0,1542.0,2338.0,1.015,1598.0,39,0.5,0.397,0
2d46fc7a5b5dd61aa3e3fbcf83f9a165cf49eb71054723331f63eaf842dfc166,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,45,4,2,0,2494.0,1639.0,855.0,0.858,1555.0,39,0.625,0.657,0
760205f737d5d561f8b0eb3168bcd70ed1970d0fb9e6e9e47c769361c5ff51d8,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,23,4,3,2,22149.0,987.0,21162.0,1.633,2409.0,36,0.8,0.045,0
09bb8ebd50364c9a156bf939bce203150dd65870193cbd32537be50aab517524,Existing Customer,50,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,3,1,34516.0,1542.0,32974.0,0.869,1770.0,65,0.585,0.045,0
5fc780094b661339b9ed09cd2583bc80791f6e7f8bdc42cad9a159fd60c04901,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,51,3,2,0,5450.0,967.0,4483.0,0.701,1526.0,45,0.8,0.177,0
6ec6d2b31f3160cfaa4135cbf79ea46448eedbc5090ff600e2e270c7eb371d38,Attrited Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,35,2,2,3,1438.3,0.0,1438.3,0.694,891.0,28,0.4,0.0,1
eff3d25b1773670ec0e94496c1bb64c5ce9f4e5d16d91899e394465f0185da39,Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,24,4,3,3,2003.0,1224.0,779.0,0.646,1756.0,42,0.355,0.611,0
341d5c9a3dc700f57e7e3b6d052374907a03beda4871b8570cd83d8960409cea,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,32,6,3,2,7723.0,1902.0,5821.0,1.181,1241.0,22,1.0,0.246,0
565be79611835e89a6eab2e346ea491e8c02e2d8f6366c9e66241f38ac58f124,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,23,4,1,1,18226.0,1847.0,16379.0,0.845,1681.0,43,0.87,0.101,0
c238ab0a33160956a083c0f9d590865afa4f8bcb7a627a07db9fb4f6e2894836,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,39,4,2,2,8128.0,1846.0,6282.0,0.857,1224.0,32,0.778,0.227,0
18598baa4047cdd8513181aac58e832d5c96d580ad14d3c9798cd39a76a0558a,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,32,6,2,3,5851.0,1660.0,4191.0,0.786,1572.0,38,0.52,0.284,0
002cd2e4e6704ec14500ea500606c4a0255463be399cda5bb96d64d94259808f,Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,40,6,3,3,10260.0,942.0,9318.0,1.042,1566.0,50,0.562,0.092,0
ab5f298773e03756481c2d907e60770a884eb991df3a54d6e82cbf3f5c379055,Existing Customer,38,F,3,Unknown,Single,Unknown,Blue,32,5,1,0,26945.0,727.0,26218.0,0.687,1579.0,40,0.6,0.027,0
a5017917b6965f45baa1383c59427ccc74735a9be6e8f777936a594462a38ba2,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,6,3,3,2243.0,1418.0,825.0,0.39,1334.0,31,0.409,0.632,0
5e1480999d541e855cb906492a88ae3a943a7e81401bfa5e53b67eb06e25c8d0,Existing Customer,42,M,5,Unknown,Unknown,$120K +,Blue,36,4,1,2,34516.0,1839.0,32677.0,0.69,1230.0,34,0.889,0.053,0
d8daa9e551cec1909cb81e927ecf59f7c0f5e19fa05cbcea781fd8cf1bc9e688,Attrited Customer,56,M,3,Unknown,Married,$60K - $80K,Blue,45,5,3,2,12248.0,0.0,12248.0,0.894,767.0,25,0.562,0.0,1
ef3424559fa058422bfa5df330fcd0ff7fb30a8a4efc89cd564b70b26f95a90c,Attrited Customer,59,F,1,Unknown,Married,Unknown,Blue,50,3,2,3,1438.3,0.0,1438.3,0.57,724.0,16,0.231,0.0,1
6fb6ff9bf8c8a127c3e8206d98b26cf7b6e88f5113cde6f72f25641bba34fa6d,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,28,4,3,2,19843.0,1178.0,18665.0,0.909,1638.0,49,0.633,0.059,0
690643d2b993cc9f3acb50a413013d32185aa5c7630dbdbbe8c06b1622a6fec1,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,45,3,3,3,2163.0,0.0,2163.0,0.816,1349.0,47,0.88,0.0,0
e219090756adf359ce51757c75ac102d0dd7508f4db35a8d82a163131d9b55de,Existing Customer,52,M,1,Doctorate,Married,$120K +,Blue,41,4,2,2,33864.0,989.0,32875.0,1.219,1751.0,48,0.92,0.029,0
1738cd0f08d2d62d25c2b084c7eb0c2d2e01024aaebe43ba7659afc0435d19a2,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,26,3,1,2,4531.0,1214.0,3317.0,0.813,1414.0,40,0.333,0.268,0
1fb6871f45ee5eaec3b3735778ce4aab1f848d540093b84cd8726664f4e45c9e,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,3,2950.0,1705.0,1245.0,0.605,1260.0,32,0.6,0.578,0
bea902dc3aa90068225111515b923f14f80e014a262f811ad677c5ba1127bc6e,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,23,6,2,3,7706.0,392.0,7314.0,0.764,965.0,27,0.421,0.051,1
a4df9f89f61ec40239dd1bc32613ac451f5e8bb1fbf38234c71446b3d19fcea6,Existing Customer,47,F,1,High School,Unknown,Unknown,Blue,36,5,1,0,25657.0,2216.0,23441.0,0.856,1121.0,25,0.667,0.086,0
51a266dd8e13d784cfef08e51467cd529deb227ab4b2813571870e24b080351b,Existing Customer,42,F,4,Unknown,Divorced,Unknown,Blue,36,5,3,2,17536.0,1525.0,16011.0,0.859,1411.0,28,0.474,0.087,0
c717eb5e6b64290d4a00f57051cf76c7bc59e230fc4f53648433bfae2b9eb1fe,Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,24,4,3,3,3770.0,1197.0,2573.0,0.621,1602.0,49,0.441,0.318,0
8d0623b9dfba9fe55aa0eb83bf850973c1f372948ef03144d083163b806ea18d,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,45,5,2,2,10344.0,1274.0,9070.0,0.445,1617.0,47,0.424,0.123,0
0972e30dfe5183da56d5e39506b0155cb66d4809d074d665a245352002ba48de,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51,4,1,1,26437.0,1472.0,24965.0,0.742,1244.0,36,0.5,0.056,0
fbdca7ffece492e0dc9aedf171a69af6aa9c08fda450d12442e6b2b6ba4ea53f,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,30,4,6,1,2450.0,1967.0,483.0,0.589,1263.0,29,0.611,0.803,0
ab77d6f5b502900d355dbdb6cff4a85102378840d8fe189b8768d661be825747,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,3136.0,1864.0,1272.0,0.693,1036.0,25,0.25,0.594,0
d6e6ae1521b7dd909f97ff8231924ad1d41a816df6da8fd1824c601792c0f616,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,36,4,3,2,6976.0,0.0,6976.0,0.519,1217.0,39,1.438,0.0,0
48121c5c6508c9118dcd8809b9dd167591f2d64db459fa798061fdced6cdc93d,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,36,4,3,1,21134.0,1508.0,19626.0,0.505,1556.0,35,0.842,0.071,0
d06461ad55416c5056905ec9346cbfe9de094f41f07135d96702b35422e3fa00,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,2019.0,1380.0,639.0,1.158,2005.0,62,0.59,0.684,0
629e006d35b671796e29038aeae2d9b3916c523b016dcefdea973ce656419caa,Existing Customer,42,M,4,College,Married,$80K - $120K,Blue,34,3,2,3,34516.0,668.0,33848.0,0.678,1698.0,67,0.763,0.019,0
9c4bd462764c46601aac9182c440c9788e7e7a38a653147cb737127d92727baf,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,45,5,3,3,9959.0,1890.0,8069.0,1.043,2041.0,45,0.875,0.19,0
ba223b04ad9a45bf52d4d7f87901904bd3f481d670bee74f9d90be40f6a59eb1,Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,3,2,20241.0,1203.0,19038.0,0.66,1102.0,31,0.632,0.059,0
cc6f93f443de0a9db848ac758203c4ee753897dc38f01cdbc8f9c3b4931f3518,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,28,3,1,2,2421.0,1747.0,674.0,0.691,1346.0,30,1.308,0.722,0
08c70a519100b701dccc7139259602d43ef3ea7c2ce5a0605fa336c2df5b8881,Existing Customer,48,M,4,Uneducated,Married,$80K - $120K,Blue,37,5,6,3,30948.0,2404.0,28544.0,0.609,1511.0,35,0.207,0.078,0
c9a2548920d12110bb7059d1b2f5d3c76564ff33b3017790a0587fa8795e1b05,Existing Customer,32,F,1,Unknown,Married,Less than $40K,Blue,22,3,3,2,2642.0,2035.0,607.0,1.119,1761.0,42,0.909,0.77,0
fe44e083e7c0cb997f73cb00e5614f5ab7283c76f3c297ebb84a56fcebdd1b2d,Existing Customer,33,F,2,High School,Single,Less than $40K,Blue,36,4,1,1,8070.0,2350.0,5720.0,1.03,2117.0,61,0.649,0.291,0
533cfd28296c3da12767f90dd2eb14321507a20eb0b2b16b7ef164bff6687d8f,Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,48,2,3,3,4085.0,2238.0,1847.0,0.568,596.0,15,0.5,0.548,1
a2dc42bc46ed727805e9337d271861eb93af23f1468626f07f25ed40b9c60a32,Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,19,5,2,2,2187.0,1597.0,590.0,0.777,2560.0,46,0.314,0.73,0
b341f3cf69ccae4a7eef847419e3c3380fa9e988b2db76026eb6c25f7fe40ffe,Existing Customer,46,M,0,Unknown,Married,$60K - $80K,Gold,36,3,3,2,34516.0,1092.0,33424.0,0.737,1409.0,39,0.345,0.032,0
737437b01a340dea8f601eb8fe14edb577120d03aa59810b82f9b2ae9353152b,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,29,4,3,2,3358.0,1758.0,1600.0,0.723,1759.0,33,0.737,0.524,0
95ab4187ae512a6d7a83176583f6058a1b68b836c8e6afb1cd73e38bd7ce9068,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,25,6,3,3,1888.0,0.0,1888.0,0.928,1886.0,66,0.65,0.0,0
8e8e0e21dcbb2e8b420662504b15c4bbeb1bca36e79a5a0f74a28377badcc3d2,Attrited Customer,43,M,2,Uneducated,Married,$60K - $80K,Blue,24,2,3,3,14447.0,0.0,14447.0,0.856,915.0,29,2.222,0.0,1
da459052c0d282accdb4b23c5c85deacbbad29d5bc78370a40951e0230ec2cdd,Existing Customer,45,M,2,Unknown,Single,$60K - $80K,Silver,26,6,3,2,32349.0,1630.0,30719.0,0.646,1343.0,41,0.519,0.05,0
f11e63af0f5cbdd75ecb639e28ec33ed3e7801d65997ecb1c77506d46749a409,Existing Customer,51,F,3,College,Married,Unknown,Blue,36,3,2,3,12605.0,1449.0,11156.0,0.703,1870.0,56,0.647,0.115,0
867fc9ea039cb64f086dfa6b5f2c66f362f251ec20a988a67cba087a828e3d0e,Existing Customer,62,F,0,Unknown,Married,$40K - $60K,Blue,36,4,2,2,2964.0,2400.0,564.0,1.296,1557.0,25,1.778,0.81,0
b583095974b62ff4637183634c8e8538e656e07ec6d2ac0e33f80b655afbcee8,Existing Customer,58,M,0,Uneducated,Married,$80K - $120K,Blue,38,6,3,3,3785.0,1935.0,1850.0,1.558,1824.0,49,1.45,0.511,0
d90df33a182c4968f1d9c2711754c7758a2147209be038a8b05b4a155916c181,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,36,5,1,0,2727.0,834.0,1893.0,0.568,1294.0,26,0.444,0.306,0
3f906bc141bde8d60f1f77ae4b917cc15a7ed3d7b1d23b2e92fd7b7051b093b7,Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3,1,1,3343.0,1581.0,1762.0,1.146,1545.0,31,0.824,0.473,0
fafda8bbb26352fe5e79ac2eed0a2789a726508211af1c1487f78ab3f74590d3,Attrited Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,35,6,3,1,9786.0,0.0,9786.0,0.701,820.0,25,0.562,0.0,1
f5c5e3decd4046a9f34460a777a7ad452b2ecb229be5183baa3c3553ca7899e1,Existing Customer,45,F,2,High School,Married,$40K - $60K,Blue,36,4,1,3,6407.0,1884.0,4523.0,0.678,1675.0,47,0.469,0.294,0
